ST_CASE,STATE_NAME,CITY_NAME,COUNTY_NAME,RUR_URB_NAME,TYP_INT_NAME,TWAY_ID,TWAY_ID2,HARM_EV_NAME,FATALS,DRUNK_DR,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERNOTMVIT,PERMVIT,PERSONS,MONTH_NAME,DAY_WEEK_NAME,WEATHER_NAME,LGT_COND_NAME,LATITUDE,LONGITUD
121355,FLORIDA,Not Applicable,POLK,Rural,Not an Intersection,US-98,,Tree (Standing Only),1,1,1,1,0,0,0,1,1,May,Friday,Clear,Daylight,27.7480,-81.7524
121356,FLORIDA,Not Applicable,DUVAL,Rural,Not an Intersection,MERRILL RD,,Pedestrian,1,0,1,1,0,1,1,1,1,July,Saturday,Clear,Dark - Lighted,30.3516,-81.5979
121357,FLORIDA,Not Applicable,MIAMI-DADE,Rural,Not an Intersection,SW 136TH ST,,Fence,1,0,1,1,0,0,0,1,1,June,Thursday,Clear,Dark - Not Lighted,25.6377,-80.4835
121358,FLORIDA,GAINESVILLE,ALACHUA,Urban,Four-Way Intersection,SR-20,21ST ST,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,June,Thursday,Clear,Dusk,29.6469,-82.2976
121359,FLORIDA,Not Applicable,BREVARD,Urban,Four-Way Intersection,US-1,CANAVERAL GROVES BLVD,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,July,Saturday,Clear,Daylight,28.4322,-80.7602
121360,FLORIDA,COCOA,BREVARD,Urban,Not an Intersection,SR-520,,Wall,1,1,1,1,0,0,0,1,1,April,Sunday,Clear,Dark - Lighted,28.3560,-80.7305
121361,FLORIDA,Not Applicable,HILLSBOROUGH,Rural,Not an Intersection,CR-640 LITHIA PINECREST RD,,Motor Vehicle In-Transport Strikes/Struck by Objects Set in Motion by Another MVIT,1,0,2,2,0,0,0,2,2,June,Tuesday,Clear,Daylight,27.8506,-82.0769
121362,FLORIDA,Not Applicable,PINELLAS,Rural,Four-Way Intersection,CR-681,47TH AVE,Motor Vehicle in Transport,1,1,3,2,1,0,0,3,3,June,Saturday,Clear,Dark - Lighted,27.8150,-82.6713
121363,FLORIDA,Not Applicable,ORANGE,Rural,Not an Intersection,SR-408,,Guardrail Face,1,1,1,1,0,0,0,3,3,June,Monday,Clear,Dark - Lighted,28.5462,-81.4304
121364,FLORIDA,Not Applicable,PASCO,Urban,Four-Way Intersection,CR-1,NEW YORK AVE,Motor Vehicle in Transport,1,0,3,3,0,0,0,3,3,June,Saturday,Clear,Daylight,28.3751,-82.6584
121365,FLORIDA,Not Applicable,POLK,Urban,Not an Intersection,LAKE PATRICK RD,,Live Vehicle,1,0,1,1,0,0,0,1,1,May,Monday,"Fog, Smog, Smoke",Dark - Not Lighted,27.8196,-81.5146
121366,FLORIDA,Not Applicable,POLK,Urban,Not an Intersection,DUFF RD,,Motor Vehicle in Transport,1,1,2,2,0,0,0,3,3,May,Sunday,Clear,Dusk,28.1356,-81.9978
121367,FLORIDA,TALLAHASSEE,LEON,Urban,Not an Intersection,KILKIERANE DR,KILKENNY DR,Fell/jumped from Vehicle,1,1,1,1,0,0,0,3,3,July,Saturday,Clear,Dark - Lighted,30.5102,-84.2361
121368,FLORIDA,Not Applicable,POLK,Rural,Not an Intersection,US-17,,Fence,1,0,1,1,0,0,0,1,1,June,Tuesday,Clear,Daylight,27.6648,-81.8230
121369,FLORIDA,Not Applicable,LEON,Rural,Not an Intersection,SR-373,,Motor Vehicle in Transport,2,0,2,2,0,0,0,2,2,July,Sunday,Cloudy,Daylight,30.3789,-84.3513
121370,FLORIDA,Not Applicable,MIAMI-DADE,Urban,Four-Way Intersection,104TH ST,92ND AVE,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,June,Thursday,Clear,Daylight,25.6732,-80.3432
121371,FLORIDA,Not Applicable,LAKE,Rural,Not an Intersection,CR-565,,Tree (Standing Only),1,0,1,1,0,0,0,1,1,June,Tuesday,Clear,Daylight,28.5901,-81.8721
121372,FLORIDA,NORTH MIAMI,MIAMI-DADE,Urban,Not an Intersection,I-95,,Concrete Traffic Barrier,1,1,1,1,0,0,0,1,1,June,Sunday,Cloudy,Dark - Lighted,25.8693,-80.2085
121373,FLORIDA,Not Applicable,OKEECHOBEE,Rural,Four-Way Intersection,SR-70,SE 128TH AVE,Motor Vehicle in Transport,1,1,2,2,0,0,0,2,2,June,Tuesday,Clear,Dawn,27.2911,-80.6972
121374,FLORIDA,Not Applicable,OSCEOLA,Rural,Not an Intersection,SR-91,,Rollover/Overturn,1,0,1,1,0,0,0,4,4,June,Sunday,Cloudy,Daylight,27.9402,-81.0761
121375,FLORIDA,Not Applicable,FRANKLIN,Rural,Not an Intersection,SR-30,,Pedestrian,1,0,1,1,0,1,1,1,1,June,Saturday,Clear,Dark - Not Lighted,29.8705,-84.6113
121376,FLORIDA,Not Applicable,CALHOUN,Rural,Not an Intersection,SR-20,,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,June,Thursday,Clear,Dark - Not Lighted,30.4271,-85.1142
121377,FLORIDA,Not Applicable,MIAMI-DADE,Urban,T-Intersection,SR-94,SW 82 AVE,Utility Pole/Light Support,1,1,1,1,0,0,0,1,1,June,Friday,Cloudy,Dark - Lighted,25.6880,-80.3274
121378,FLORIDA,Not Applicable,MARION,Rural,Not an Intersection,CR-25,,Pedalcyclist,1,1,1,1,0,1,1,2,2,June,Sunday,Clear,Dark - Not Lighted,29.0379,-81.9556
121379,FLORIDA,TAMPA,HILLSBOROUGH,Urban,Not an Intersection,SR-60,,Motor Vehicle in Transport,1,0,2,2,0,0,0,4,4,July,Sunday,Clear,Dark - Lighted,27.9674,-82.5680
121380,FLORIDA,SAINT PETERSBURG,PINELLAS,Urban,Not an Intersection,US-19,,Pedestrian,1,0,1,1,0,1,1,1,1,June,Tuesday,Clear,Dark - Lighted,27.8016,-82.6794
121381,FLORIDA,Not Applicable,HILLSBOROUGH,Rural,Not an Intersection,BALM BOYETTE RD,,Traffic Sign Support,1,1,1,1,0,0,0,1,1,July,Friday,Other,Dark - Not Lighted,27.7770,-82.2510
121382,FLORIDA,Not Applicable,ORANGE,Urban,Not an Intersection,BOGGY CREEK RD,,Guardrail Face,1,1,1,1,0,0,0,1,1,June,Sunday,Clear,Dark - Not Lighted,28.3639,-81.3098
121383,FLORIDA,DAVIE,BROWARD,Rural,Not an Intersection,I-595,,Immersion or Partial Immersion,1,0,1,1,0,0,0,1,1,June,Wednesday,Cloudy,Dark - Lighted,26.1200,-80.3432
121384,FLORIDA,Not Applicable,HILLSBOROUGH,Urban,Not an Intersection,BULL FROG CREEK RD,,Pedestrian,1,0,1,1,0,1,1,2,2,July,Sunday,Clear,Dark - Lighted,27.7973,-82.3523
121385,FLORIDA,Not Applicable,PALM BEACH,Rural,Four-Way Intersection,SUMMIT BLVD,KIRK ROAD,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,June,Thursday,Cloudy,Dark - Lighted,26.6625,-80.1046
121386,FLORIDA,JACKSONVILLE,DUVAL,Urban,Not an Intersection,I-95 RAMP,,Rollover/Overturn,1,0,1,1,0,0,0,1,1,July,Tuesday,Clear,Dark - Not Lighted,30.1851,-81.5578
121387,FLORIDA,SEMINOLE,PINELLAS,Rural,Not an Intersection,CR-694,,Curb,1,1,1,1,0,0,0,1,1,June,Tuesday,Clear,Dark - Not Lighted,27.8419,-82.7954
121388,FLORIDA,Not Applicable,HILLSBOROUGH,Urban,Not an Intersection,I-75,,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,June,Sunday,Cloudy,Dark - Not Lighted,27.8920,-82.3485
121389,FLORIDA,Not Applicable,HOLMES,Rural,Not an Intersection,I-10,,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,July,Sunday,Cloudy,Daylight,30.7612,-85.7297
121390,FLORIDA,Not Applicable,WAKULLA,Rural,Four-Way Intersection,US-98,SR-363,Motor Vehicle in Transport,4,0,2,2,0,0,0,36,36,July,Saturday,Clear,Dark - Lighted,30.1905,-84.2155
121391,FLORIDA,ISLAMORADA,MONROE,Urban,Not an Intersection,US-1,,Motor Vehicle in Transport,1,1,4,4,0,0,0,8,8,June,Monday,Cloudy,Dark - Not Lighted,24.9546,-80.5824
121392,FLORIDA,Not Applicable,SUMTER,Rural,Not an Intersection,I-75,,Working Motor Vehicle,1,0,2,1,1,0,1,2,3,July,Saturday,Clear,Daylight,28.6303,-82.1706
121393,FLORIDA,Not Applicable,NASSAU,Rural,Not an Intersection,CR-107,,Culvert,1,0,1,1,0,0,0,2,2,July,Sunday,Clear,Dark - Not Lighted,30.6247,-81.5292
121394,FLORIDA,Not Applicable,MANATEE,Urban,Not an Intersection,SR-93A,,Rollover/Overturn,1,0,1,1,0,0,0,1,1,May,Thursday,Clear,Daylight,27.5967,-82.5067
121395,FLORIDA,Not Applicable,ORANGE,Urban,T-Intersection,PERCIVAL ROAD,RUTGERS AVENUE,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,June,Sunday,Clear,Dark - Lighted,28.5864,-81.1783
121396,FLORIDA,Not Applicable,MARION,Rural,Not an Intersection,US-441,,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,July,Saturday,Clear,Daylight,29.1391,-82.1101
121397,FLORIDA,Not Applicable,MANATEE,Rural,Not an Intersection,CR-6,I-75,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,May,Friday,Clear,Daylight,27.6007,-82.5014
121398,FLORIDA,Not Applicable,ORANGE,Urban,Not an Intersection,BOGGY CREEK RD,,Pedalcyclist,1,1,1,1,0,1,1,1,1,June,Tuesday,Rain,Dark - Not Lighted,28.3562,-81.3096
121399,FLORIDA,Not Applicable,HILLSBOROUGH,Urban,Not an Intersection,US-301,,Motor Vehicle in Transport,3,1,4,4,0,0,0,7,7,July,Saturday,Clear,Dark - Not Lighted,28.0795,-82.2851
121400,FLORIDA,Not Applicable,ORANGE,Rural,Four-Way Intersection,CR-527A,BOGGY CREEK RD,Motor Vehicle in Transport,2,0,2,2,0,0,0,3,3,July,Monday,Clear,Dark - Lighted,28.3753,-81.3094
121401,FLORIDA,KEY WEST,MONROE,Rural,T-Intersection,BAHAMA DR,EATON ST,Pedestrian,1,0,1,1,0,1,1,1,1,June,Wednesday,Clear,Dark - Not Lighted,24.5572,-81.8028
121402,FLORIDA,PORT SAINT LUCIE,ST. LUCIE,Urban,Four-Way Intersection,SW BAYSHORE BLVD,LAKEHURST DR,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,July,Thursday,Clear,Daylight,27.3080,-80.3708
121403,FLORIDA,TAMPA,HILLSBOROUGH,Urban,Not an Intersection,I-275,,Pedalcyclist,1,1,1,1,0,1,1,1,1,June,Wednesday,Clear,Daylight,27.9316,-82.5763
121404,FLORIDA,Not Applicable,PINELLAS,Rural,Not an Intersection,I-275,,Motor Vehicle in Transport,3,1,2,2,0,0,0,5,5,July,Friday,Clear,Dark - Lighted,27.9152,-82.6187
121405,FLORIDA,Not Applicable,JACKSON,Rural,Not an Intersection,I-10,,Motor Vehicle in Transport,2,0,2,2,0,0,0,8,8,July,Saturday,Clear,Dark - Not Lighted,30.7220,-85.1943
121406,FLORIDA,Not Applicable,BREVARD,Rural,Not an Intersection,I-95,,Guardrail Face,1,0,4,4,0,0,0,4,4,June,Thursday,Clear,Daylight,28.0345,-80.6559
121407,FLORIDA,Not Applicable,BREVARD,Urban,Not an Intersection,CITRUS BLVD,,Pedestrian,1,0,3,3,0,1,1,3,3,July,Friday,Cloudy,Dark - Not Lighted,28.4250,-80.8119
121408,FLORIDA,PORT ORANGE,VOLUSIA,Rural,T-Intersection,CITY CENTER PKWY,LOCHTE WAY,Rollover/Overturn,1,1,1,1,0,0,0,1,1,July,Monday,Clear,Daylight,29.1241,-81.0182
121409,FLORIDA,Not Applicable,MIAMI-DADE,Urban,Not an Intersection,160TH ST,,Utility Pole/Light Support,1,0,3,1,2,0,0,1,1,March,Sunday,Clear,Dark - Lighted,25.6208,-80.3622
121412,FLORIDA,JACKSONVILLE,DUVAL,Urban,Not an Intersection,I-95,,Motor Vehicle in Transport,1,0,4,4,0,0,0,4,4,June,Wednesday,Cloudy,Daylight,30.3473,-81.6682
121413,FLORIDA,Not Applicable,MIAMI-DADE,Rural,Not an Intersection,207TH AVE,,Fence,1,0,1,1,0,0,0,1,1,May,Saturday,Clear,Dark - Not Lighted,25.5288,-80.5266
121414,FLORIDA,Not Applicable,MIAMI-DADE,Urban,Not an Intersection,SW 137TH AVE,,Tree (Standing Only),1,0,1,1,0,0,0,2,2,June,Saturday,Clear,Dark - Lighted,25.5023,-80.4123
121415,FLORIDA,GAINESVILLE,ALACHUA,Urban,Not an Intersection,SR-26,,Curb,1,0,1,1,0,0,0,1,1,July,Sunday,Clear,Dark - Lighted,29.6520,-82.3731
121416,FLORIDA,MAITLAND,ORANGE,Rural,Roundabout,MAITLAND SUMMIT BLVD,PEMBROOK DR,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,June,Saturday,Cloudy,Dark - Lighted,28.6328,-81.4050
121417,FLORIDA,Not Applicable,OKEECHOBEE,Rural,Not an Intersection,SR-70,,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,July,Tuesday,Clear,Dawn,27.2793,-80.7130
121418,FLORIDA,Not Applicable,PALM BEACH,Urban,Not an Intersection,I-95,,Rollover/Overturn,1,0,1,1,0,0,0,2,2,June,Saturday,Clear,Daylight,26.7060,-80.0785
121419,FLORIDA,Not Applicable,COLUMBIA,Rural,Not an Intersection,I-75,,Motor Vehicle in Transport,1,0,2,2,0,0,0,9,9,July,Saturday,Clear,Daylight,30.0152,-82.6075
121420,FLORIDA,Not Applicable,LEE,Rural,Not an Intersection,SR-78,,Pedestrian,1,0,1,1,0,1,1,1,1,June,Thursday,Clear,Dark - Not Lighted,26.6859,-81.8686
121421,FLORIDA,Not Applicable,BREVARD,Urban,Not an Intersection,US-1 N COCOA BLVD,,Fence,1,1,1,1,0,0,0,1,1,June,Thursday,Clear,Daylight,28.4770,-80.7685
121422,FLORIDA,Not Applicable,ORANGE,Rural,Not an Intersection,UNIVERSITY BLVD,,Pedestrian,1,0,1,1,0,1,1,3,3,July,Sunday,Clear,Dark - Lighted,28.5978,-81.2207
121423,FLORIDA,Not Applicable,ORANGE,Rural,T-Intersection,CR-527,CYPRESS ST,Pedestrian,1,0,1,1,0,1,1,1,1,July,Friday,Clear,Dark - Lighted,28.4334,-81.3682
121424,FLORIDA,PEMBROKE PINES,BROWARD,Urban,Not an Intersection,CR-822,,Shrubbery,1,0,1,1,0,0,0,2,2,July,Sunday,Clear,Dark - Lighted,26.0310,-80.2440
121425,FLORIDA,WEST PALM BEACH,PALM BEACH,Rural,Not an Intersection,SR-704A,,Fell/jumped from Vehicle,1,0,2,2,0,0,0,3,3,July,Sunday,Clear,Dark - Lighted,26.7373,-80.0679
121426,FLORIDA,Not Applicable,MANATEE,Rural,Four-Way Intersection,3RD AVE,50TH ST,Fell/jumped from Vehicle,1,0,1,1,0,0,0,8,8,July,Saturday,Clear,Daylight,27.5588,-82.5657
121427,FLORIDA,HOLLYWOOD,BROWARD,Urban,Not an Intersection,SR-7,,Motor Vehicle in Transport,1,0,3,3,0,0,0,3,3,May,Saturday,Clear,Daylight,25.9870,-80.2068
121428,FLORIDA,WILTON MANORS,BROWARD,Urban,Not an Intersection,US-1,,Pedestrian,1,0,1,1,0,1,1,1,1,June,Friday,Clear,Dark - Lighted,26.0904,-80.1366
121430,FLORIDA,Not Applicable,GADSDEN,Rural,Not an Intersection,CR-157,,Other Object (Not Fixed),1,1,1,1,0,0,0,1,1,July,Saturday,Clear,Dark - Not Lighted,30.6359,-84.3619
121431,FLORIDA,WEST BRADENTON,MANATEE,Urban,Not an Intersection,SR-45,,Pedestrian,1,0,1,1,0,1,1,4,4,July,Saturday,Clear,Daylight,27.4814,-82.5753
121432,FLORIDA,Not Applicable,LEVY,Rural,Not an Intersection,SR-24,,Pedalcyclist,1,0,1,1,0,1,1,2,2,July,Monday,Clear,Daylight,29.4818,-82.5993
121433,FLORIDA,Not Applicable,WAKULLA,Rural,T-Intersection,CR-365,CATAWBA TRAIL,Motor Vehicle in Transport,1,0,3,3,0,0,0,4,4,July,Monday,Cloudy,Daylight,30.1754,-84.3089
121434,FLORIDA,Not Applicable,ST. JOHNS,Rural,Not an Intersection,CR-210,,Pedalcyclist,1,0,1,1,0,1,1,1,1,July,Wednesday,Clear,Daylight,30.1354,-81.3814
121435,FLORIDA,FORT LAUDERDALE,BROWARD,Urban,Not an Intersection,I-95,,Utility Pole/Light Support,1,0,1,1,0,0,0,2,2,June,Tuesday,Rain,Dark - Lighted,26.1364,-80.1695
121436,FLORIDA,Not Applicable,MIAMI-DADE,Urban,Not an Intersection,I-95,,Motor Vehicle in Transport,2,0,3,3,0,0,0,7,7,July,Monday,Cloudy,Daylight,25.9131,-80.2100
121437,FLORIDA,Not Applicable,CLAY,Rural,Not an Intersection,CR-218,,Pedestrian,1,0,1,1,0,1,1,1,1,July,Saturday,Clear,Daylight,30.0397,-81.8359
121438,FLORIDA,PEMBROKE PINES,BROWARD,Urban,Not an Intersection,SR-820,,Pedestrian,1,0,1,1,0,1,1,1,1,July,Monday,Clear,Dark - Lighted,26.0113,-80.3953
121439,FLORIDA,Not Applicable,COLUMBIA,Rural,Not an Intersection,SW KING ST,,Rollover/Overturn,1,0,1,1,0,0,0,1,1,July,Sunday,Clear,Daylight,30.1038,-82.6873
121440,FLORIDA,Not Applicable,HILLSBOROUGH,Urban,Not an Intersection,TAYLOR GILL RD,,Rollover/Overturn,1,0,1,1,0,0,0,2,2,July,Monday,Clear,Dark - Not Lighted,27.6833,-82.1207
121441,FLORIDA,Not Applicable,OKALOOSA,Rural,Not an Intersection,SR-189,,Tree (Standing Only),1,0,1,1,0,0,0,1,1,July,Tuesday,Clear,Dark - Not Lighted,30.9147,-86.6448
121443,FLORIDA,Not Applicable,MONROE,Trafficway Not in State Inventory,Four-Way Intersection,MERIDIAN APARTMENT HOMES PARKI,SHRIMP RD,Rollover/Overturn,1,0,1,1,0,0,0,1,1,July,Monday,Cloudy,Daylight,24.5671,-81.7394
121444,FLORIDA,Not Applicable,COLLIER,Urban,T-Intersection,CR-864,SIERRA MEADOWS DR,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,July,Thursday,Clear,Daylight,26.1094,-81.6913
121445,FLORIDA,Not Applicable,HILLSBOROUGH,Urban,Not an Intersection,SR-60,,Motor Vehicle in Transport,1,0,3,3,0,0,0,3,3,July,Tuesday,Clear,Daylight,27.9377,-82.2804
121446,FLORIDA,Not Applicable,HILLSBOROUGH,Rural,Not an Intersection,LIVINGSTON AVE,,Pedestrian,1,0,1,1,0,1,1,1,1,July,Wednesday,Rain,Dusk,28.0844,-82.4308
121447,FLORIDA,Not Applicable,HILLSBOROUGH,Urban,Not an Intersection,I-75,,Motor Vehicle in Transport,1,0,3,3,0,0,0,3,3,July,Friday,Clear,Daylight,28.0416,-82.3508
121448,FLORIDA,Not Applicable,LEVY,Rural,T-Intersection,SR-24,96TH PLACE,Motor Vehicle in Transport,2,0,3,3,0,0,0,8,8,July,Saturday,Clear,Daylight,29.4738,-82.6090
121449,FLORIDA,Not Applicable,LEE,Rural,T-Intersection,I-75,SR-80,Pedalcyclist,1,0,1,1,0,1,1,1,1,July,Friday,Clear,Dark - Lighted,26.6889,-81.7986
121450,FLORIDA,BRADENTON,MANATEE,Rural,Not an Intersection,SR-684,,Pedalcyclist,1,1,1,1,0,1,1,1,1,July,Sunday,Clear,Dusk,27.4617,-82.6641
121451,FLORIDA,Not Applicable,MIAMI-DADE,Urban,Not an Intersection,SR-821,,Concrete Traffic Barrier,1,0,1,1,0,0,0,2,2,June,Wednesday,Cloudy,Daylight,25.6437,-80.3857
121452,FLORIDA,Not Applicable,HILLSBOROUGH,Urban,Not an Intersection,FALKENBURG RD,,Tree (Standing Only),1,1,1,1,0,0,0,1,1,July,Wednesday,Cloudy,Daylight,27.8861,-82.3582
121453,FLORIDA,Not Applicable,PASCO,Rural,Not an Intersection,COUNTRY POINT BLVD,,Tree (Standing Only),1,0,1,1,0,0,0,1,1,July,Friday,Clear,Daylight,28.2198,-82.3044
121454,FLORIDA,SAINT CLOUD,OSCEOLA,Rural,Not an Intersection,CR-523 CANOE CREEK RD,,Pedalcyclist,1,0,1,1,0,1,1,1,1,July,Wednesday,Clear,Dark - Not Lighted,28.1837,-81.2855
121455,FLORIDA,DESTIN,OKALOOSA,Urban,Four-Way Intersection,US-98,PALMETTO ST,Pedestrian,1,0,1,1,0,1,1,3,3,July,Monday,Clear,Dark - Lighted,30.3947,-86.5077
121458,FLORIDA,Not Applicable,CITRUS,Rural,Four-Way Intersection,US-41,CITRUS SPRINGS BLVD,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,July,Wednesday,Clear,Daylight,29.0131,-82.4538
121459,FLORIDA,Not Applicable,CITRUS,Rural,Not an Intersection,US-19,,Pedestrian,1,0,1,1,0,1,1,1,1,July,Thursday,Clear,Daylight,29.0237,-82.6692
121460,FLORIDA,LAKELAND,POLK,Urban,Not an Intersection,US-98,,Traffic Sign Support,3,1,2,2,0,0,0,4,4,July,Saturday,Clear,Dark - Lighted,28.1060,-81.9736
121461,FLORIDA,Not Applicable,POLK,Urban,Not an Intersection,LAKE MARION CREEK RD,,Tree (Standing Only),1,1,1,1,0,0,0,1,1,July,Monday,Clear,Dark - Not Lighted,28.1179,-81.5443
121462,FLORIDA,Not Applicable,POLK,Urban,T-Intersection,SR-60 W,ESPO DR,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,June,Wednesday,Clear,Dark - Lighted,27.9211,-82.0278
121463,FLORIDA,Not Applicable,POLK,Rural,Not an Intersection,SR-33,,Rollover/Overturn,2,0,1,1,0,0,0,2,2,June,Monday,Clear,Daylight,28.1797,-81.8471
121465,FLORIDA,Not Applicable,SARASOTA,Rural,Not an Intersection,SR-780,,Curb,1,0,1,1,0,0,0,1,1,July,Saturday,Clear,Daylight,27.3383,-82.4490
121467,FLORIDA,Not Applicable,PASCO,Rural,Not an Intersection,FLORRIE  MAE LANE,,"Other Post, Other Pole, or Other Support",1,0,1,1,0,0,0,1,1,July,Wednesday,Clear,Daylight,28.4217,-82.2171
121468,FLORIDA,Not Applicable,CITRUS,Rural,Not an Intersection,CR-488,,Traffic Sign Support,1,0,1,1,0,0,0,1,1,July,Wednesday,Clear,Dark - Not Lighted,28.9701,-82.6228
121469,FLORIDA,Not Applicable,PUTNAM,Rural,Four-Way Intersection,US-17,MAIN ST,Pedalcyclist,1,0,1,1,0,1,1,1,1,July,Tuesday,Cloudy,Daylight,29.4966,-81.5945
121470,FLORIDA,Not Applicable,ORANGE,Urban,Not an Intersection,ETHANS GLENN AVE,,Tree (Standing Only),1,0,1,1,0,0,0,1,1,July,Friday,Clear,Daylight,28.4873,-81.3246
121471,FLORIDA,Not Applicable,ALACHUA,Urban,Not an Intersection,I-75 SB,,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,July,Wednesday,Clear,Daylight,29.6676,-82.4255
121472,FLORIDA,Not Applicable,SARASOTA,Rural,Not an Intersection,SR-789A,,Other Fixed Object,1,1,1,1,0,0,0,1,1,July,Sunday,Cloudy,Dark - Lighted,27.2879,-82.5612
121473,FLORIDA,Not Applicable,ORANGE,Rural,Not an Intersection,FORT CHRISTMAS RD,,Rollover/Overturn,2,1,1,1,0,0,0,3,3,July,Thursday,Clear,Dark - Not Lighted,28.6032,-81.0785
121474,FLORIDA,Not Applicable,HIGHLANDS,Rural,Not an Intersection,US-98,,Culvert,1,1,1,1,0,0,0,1,1,July,Sunday,Clear,Dark - Not Lighted,27.4341,-81.3550
121475,FLORIDA,Not Applicable,PASCO,Urban,Not an Intersection,CR-1,SR-52,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,July,Friday,Cloudy,Daylight,28.3310,-82.6662
121476,FLORIDA,HAMMONDVILLE,BROWARD,Urban,Not an Intersection,ATLANTIC BLVD,,Tree (Standing Only),1,0,1,1,0,0,0,1,1,July,Sunday,Clear,Dark - Lighted,26.2352,-80.2161
121477,FLORIDA,Not Applicable,PALM BEACH,Rural,Four-Way Intersection,SR-710,PRATT WHITNEY RD,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,June,Thursday,Clear,Dark - Lighted,26.9030,-80.2906
121478,FLORIDA,Not Applicable,VOLUSIA,Rural,Not an Intersection,NAVAJO AVE,,Pedestrian,1,0,1,1,0,1,1,4,4,July,Sunday,Clear,Dark - Not Lighted,29.2646,-81.1122
121479,FLORIDA,Not Applicable,ORANGE,Rural,T-Intersection,CR-420,OLD PICKET RD,Curb,1,1,1,1,0,0,0,1,1,June,Saturday,Clear,Dark - Not Lighted,28.5913,-81.1125
121480,FLORIDA,Not Applicable,BREVARD,Rural,Not an Intersection,I-95,,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,July,Wednesday,Clear,Daylight,28.2862,-80.7354
121481,FLORIDA,DAVIE,BROWARD,Urban,Not an Intersection,STIRLING RD,,Tree (Standing Only),1,0,1,1,0,0,0,1,1,July,Saturday,Clear,Daylight,26.0462,-80.2207
121482,FLORIDA,ENGLEWOOD,CHARLOTTE,Rural,Four-Way Intersection,WINCHESTER BLVD,FRUITLAND AVE,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,April,Thursday,Clear,Daylight,26.9166,-82.3048
121483,FLORIDA,CAPE CORAL,LEE,Rural,Four-Way Intersection,CHIQUITA BLVD,GLEASON PKWY,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,April,Tuesday,Clear,Dark - Lighted,26.5925,-82.0069
121485,FLORIDA,Not Applicable,MIAMI-DADE,Urban,Four-Way Intersection,SR-924,7TH AVE,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,April,Saturday,Clear,Daylight,25.8836,-80.2106
121486,FLORIDA,Unknown,MIAMI-DADE,Urban,Not an Intersection,169TH ST,,Rollover/Overturn,1,0,1,1,0,0,0,1,1,April,Saturday,Clear,Daylight,25.6133,-80.3458
121487,FLORIDA,Not Applicable,ST. LUCIE,Rural,Not an Intersection,SUNRISE BLVD,,Rollover/Overturn,1,1,1,1,0,0,0,1,1,June,Tuesday,Clear,Dark - Lighted,27.3990,-80.3442
121488,FLORIDA,BRADENTON,MANATEE,Urban,Four-Way Intersection,SR-684,CAPE VISTA DR,Traffic Signal Support,1,0,1,1,0,0,0,1,1,June,Saturday,Clear,Daylight,27.4624,-82.6158
121490,FLORIDA,Not Applicable,HERNANDO,Rural,Four-Way Intersection,SR-50,HIGHPOINT BLVD,Motor Vehicle in Transport,1,0,3,3,0,0,0,3,3,June,Wednesday,Clear,Daylight,28.5334,-82.5284
121491,FLORIDA,PORT SAINT LUCIE,ST. LUCIE,Rural,Not an Intersection,GATLIN BLVD,,Pedestrian,1,0,1,1,0,1,1,1,1,June,Saturday,Cloudy,Daylight,27.2648,-80.3975
121492,FLORIDA,GREENACRES CITY,PALM BEACH,Urban,Four-Way Intersection,SR-882,RIVER BRIDGE BLVD,Motor Vehicle in Transport,1,0,5,5,0,0,0,7,7,June,Tuesday,Clear,Daylight,26.6512,-80.1529
121493,FLORIDA,NORTH LAUDERDALE,BROWARD,Urban,Four-Way Intersection,ROCK ISLAND RD,BAILEY RD,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,July,Sunday,Clear,Dark - Lighted,26.2011,-80.2200
121494,FLORIDA,Not Applicable,ORANGE,Urban,Not an Intersection,MCCORMICK RD,,Pedalcyclist,1,0,1,1,0,1,1,1,1,June,Tuesday,Clear,Dark - Not Lighted,28.6216,-81.5434
