ST_CASE,STATE_NAME,CITY_NAME,COUNTY_NAME,RUR_URB_NAME,TYP_INT_NAME,TWAY_ID,TWAY_ID2,HARM_EV_NAME,FATALS,DRUNK_DR,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERNOTMVIT,PERMVIT,PERSONS,MONTH_NAME,DAY_WEEK_NAME,WEATHER_NAME,LGT_COND_NAME,LATITUDE,LONGITUD
121495,FLORIDA,KISSIMMEE,OSCEOLA,Urban,Not an Intersection,FORTUNE RD,,Motor Vehicle in Transport,1,0,3,3,0,0,0,3,3,July,Tuesday,Clear,Dark - Not Lighted,28.3043,-81.3561
121496,FLORIDA,HOLLYWOOD,BROWARD,Urban,T-Intersection,26TH AVE,WILEY CT,Rollover/Overturn,1,0,2,2,0,0,0,2,2,June,Sunday,Cloudy,Daylight,25.9992,-80.1588
121497,FLORIDA,Not Applicable,HILLSBOROUGH,Rural,Not an Intersection,CR-574,,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,July,Sunday,Clear,Dark - Not Lighted,27.9723,-82.3385
121498,FLORIDA,Not Applicable,WALTON,Urban,Not an Intersection,US-98,,Rollover/Overturn,1,1,1,1,0,0,0,1,1,July,Monday,Clear,Dark - Not Lighted,30.3835,-86.3611
121499,FLORIDA,Not Applicable,VOLUSIA,Rural,Not an Intersection,I-95,,Pedestrian,1,0,1,1,0,1,1,2,2,July,Sunday,Clear,Dark - Not Lighted,29.2044,-81.0976
121500,FLORIDA,Not Applicable,DE SOTO,Rural,Not an Intersection,SR-70,SE TOWNSEND AVE,Motor Vehicle in Transport,1,1,2,2,0,0,0,2,2,July,Saturday,Clear,Dark - Not Lighted,27.2088,-81.8172
121501,FLORIDA,Not Applicable,SEMINOLE,Rural,Not an Intersection,LAKE HOWELL RD,,Pedalcyclist,1,0,1,1,0,1,1,1,1,July,Sunday,Clear,Daylight,28.6371,-81.3242
121502,FLORIDA,LA CROSSE,ALACHUA,Rural,Not an Intersection,SR-235,,Rollover/Overturn,1,0,1,1,0,0,0,2,2,July,Wednesday,Clear,Dusk,29.8309,-82.4184
121503,FLORIDA,Not Applicable,OKALOOSA,Rural,Not an Intersection,SR-189,PAMELA  ANN DR,Pedestrian,1,0,1,1,0,1,1,1,1,July,Sunday,Clear,Dark - Not Lighted,30.4738,-86.6009
121504,FLORIDA,Not Applicable,PINELLAS,Urban,Not an Intersection,SR-600,,Immersion or Partial Immersion,3,1,1,1,0,0,0,3,3,March,Thursday,Clear,Dark - Not Lighted,27.8642,-82.6399
121505,FLORIDA,OCALA,MARION,Urban,Not an Intersection,SR-200,SW 19TH AVE,Motor Vehicle in Transport,1,0,2,2,0,0,0,6,6,July,Tuesday,Clear,Dusk,29.1747,-82.1578
121506,FLORIDA,CLEARWATER,PINELLAS,Urban,Not an Intersection,SR-60,,Pedestrian,1,0,2,2,0,1,1,4,4,June,Tuesday,Cloudy,Dark - Lighted,27.9608,-82.7897
121507,FLORIDA,DAVIE,BROWARD,Rural,Not an Intersection,SR-84,,Curb,1,0,1,1,0,0,0,1,1,July,Thursday,Clear,Daylight,26.0929,-80.2269
121509,FLORIDA,Not Applicable,CITRUS,Rural,Not an Intersection,CR-491,HOPKINS LN,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,July,Wednesday,Clear,Daylight,28.7490,-82.4519
121510,FLORIDA,PINELLAS PARK,PINELLAS,Urban,Not an Intersection,SR-55,,Motor Vehicle in Transport,1,1,2,2,0,0,0,3,3,July,Tuesday,Clear,Dark - Lighted,27.8545,-82.6948
121511,FLORIDA,MIAMI,MIAMI-DADE,Urban,Not an Intersection,SR-933,,Pedestrian,1,0,1,1,0,1,1,1,1,March,Tuesday,Clear,Dark - Lighted,25.8049,-80.2154
121512,FLORIDA,MELBOURNE,BREVARD,Urban,Not an Intersection,SR-507,,Curb,1,0,1,1,0,0,0,1,1,March,Tuesday,Cloudy,Daylight,28.0513,-80.6214
121513,FLORIDA,LEESBURG,LAKE,Urban,Not an Intersection,US-27,,Pedestrian,1,0,1,1,0,1,1,2,2,March,Monday,Cloudy,Dark - Lighted,28.8414,-81.8949
121514,FLORIDA,MIAMI,MIAMI-DADE,Rural,Roundabout,2ND ST,6TH CT,Parked Motor Vehicle (Not in Transport),1,0,2,1,1,0,0,1,1,March,Saturday,Clear,Dawn,25.7688,-80.2991
121515,FLORIDA,MIAMI,MIAMI-DADE,Urban,T-Intersection,SR-968,52 AVE,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,March,Sunday,Clear,Dark - Lighted,25.7711,-80.2799
121516,FLORIDA,DAVIE,BROWARD,Urban,T-Intersection,OAKES RD,4600 OAKES RD,Rollover/Overturn,1,0,1,1,0,0,0,1,1,April,Friday,Clear,Dark - Lighted,26.0774,-80.2082
121517,FLORIDA,Not Applicable,MIAMI-DADE,Urban,Not an Intersection,146TH AVE,,Tree (Standing Only),1,0,1,1,0,0,0,1,1,July,Sunday,Clear,Dusk,25.7099,-80.4295
121519,FLORIDA,Not Applicable,OSCEOLA,Rural,Not an Intersection,US-441,,Rollover/Overturn,1,0,1,1,0,0,0,1,1,July,Saturday,Clear,Daylight,28.0917,-81.0741
121520,FLORIDA,MIAMI,MIAMI-DADE,Rural,Four-Way Intersection,SW 1ST ST,SW 12TH AVE,Pedestrian,1,0,1,1,0,1,1,1,1,July,Monday,Clear,Daylight,25.7725,-80.2145
121521,FLORIDA,FORT MYERS,LEE,Urban,Not an Intersection,COLONIAL BLVD,,Pedestrian,1,0,1,1,0,1,1,1,1,July,Friday,Clear,Dark - Lighted,26.6126,-81.8103
121522,FLORIDA,Not Applicable,MANATEE,Urban,Four-Way Intersection,US-41,23RD ST E,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,July,Monday,Clear,Dark - Lighted,27.5340,-82.5613
121523,FLORIDA,Not Applicable,HIGHLANDS,Urban,T-Intersection,US-27,RALEY RD,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,July,Tuesday,Cloudy,Dusk,27.4563,-81.4244
121524,FLORIDA,Not Applicable,MANATEE,Rural,Not an Intersection,I-75,,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,July,Tuesday,Clear,Dark - Not Lighted,27.5054,-82.4878
121525,FLORIDA,Not Applicable,MIAMI-DADE,Rural,T-Intersection,72ND ST,SW 149TH CT,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,July,Tuesday,Clear,Daylight,25.6991,-80.4357
121526,FLORIDA,OCALA,MARION,Urban,Not an Intersection,SR-464,,Motor Vehicle in Transport,1,2,2,2,0,0,0,3,3,June,Friday,Cloudy,Dark - Not Lighted,29.1644,-82.0958
121527,FLORIDA,Not Applicable,HIGHLANDS,Rural,Not an Intersection,US-27,,Tree (Standing Only),1,1,1,1,0,0,0,2,2,July,Tuesday,Cloudy,Dark - Lighted,27.5215,-81.4974
121528,FLORIDA,Not Applicable,LAKE,Urban,Not an Intersection,US-27,,Motor Vehicle in Transport,2,1,2,2,0,0,0,3,3,July,Sunday,Clear,Dark - Lighted,28.3761,-81.6858
121529,FLORIDA,Not Applicable,BREVARD,Rural,Not an Intersection,I-95,,Motor Vehicle in Transport,1,0,3,3,0,0,0,5,5,July,Sunday,Clear,Daylight,28.2587,-80.7268
121530,FLORIDA,Not Applicable,NASSAU,Rural,Not an Intersection,US-1,,Pedestrian,1,0,1,1,0,1,1,1,1,July,Monday,Clear,Dark - Lighted,30.6731,-81.9003
121531,FLORIDA,NORTH MIAMI,MIAMI-DADE,Urban,Four-Way Intersection,SR-922,7TH AVE NE,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,July,Friday,Rain,Dark - Lighted,25.8903,-80.1844
121532,FLORIDA,Not Applicable,CHARLOTTE,Rural,Not an Intersection,CR-765,,Tree (Standing Only),1,0,1,1,0,0,0,1,1,July,Monday,Clear,Daylight,26.8412,-82.0215
121533,FLORIDA,Not Applicable,MANATEE,Urban,Not an Intersection,US-41,,Pedestrian,1,0,1,1,0,1,1,2,2,March,Thursday,Clear,Dark - Lighted,27.4348,-82.5754
121535,FLORIDA,Not Applicable,SUWANNEE,Urban,Not an Intersection,45TH RD,,Rollover/Overturn,2,1,1,1,0,0,0,3,3,July,Monday,Cloudy,Dark - Not Lighted,30.1518,-82.8371
121536,FLORIDA,Not Applicable,PASCO,Rural,Four-Way Intersection,SR-581,SR-54,Motor Vehicle in Transport,1,0,3,3,0,0,0,3,3,July,Friday,Clear,Daylight,28.2361,-82.3498
121537,FLORIDA,Not Applicable,NASSAU,Rural,Not an Intersection,US-17,CRANDALL ROAD,Motor Vehicle in Transport,2,1,2,2,0,0,0,2,2,July,Wednesday,Clear,Dark - Not Lighted,30.6675,-81.6383
121538,FLORIDA,Not Applicable,BREVARD,Urban,Not an Intersection,US-1,KINGS HIGHWAY,Mail Box,1,1,1,1,0,0,0,1,1,July,Saturday,Cloudy,Daylight,28.4939,-80.7784
121539,FLORIDA,Not Applicable,MARION,Rural,Not an Intersection,CR-42,,Fence,1,0,1,1,0,0,0,1,1,June,Saturday,Clear,Dark - Not Lighted,28.9664,-81.6604
121540,FLORIDA,HOLLYWOOD,BROWARD,Urban,Y-Intersection,SR-822,52ND AV,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,July,Friday,Cloudy,Dark - Lighted,26.0325,-80.1961
121541,FLORIDA,Not Applicable,VOLUSIA,Rural,Not an Intersection,I-95,,Fence,4,1,1,1,0,0,0,4,4,July,Friday,Clear,Daylight,28.8264,-80.9097
121542,FLORIDA,Not Applicable,OSCEOLA,Rural,Not an Intersection,MARIGOLD AVE,,Pedestrian,1,0,1,1,0,1,1,1,1,July,Friday,Cloudy,Dark - Not Lighted,28.1637,-81.4712
121543,FLORIDA,LAKELAND,POLK,Urban,Not an Intersection,HIGHLAND DR E,,Rollover/Overturn,1,1,1,1,0,0,0,1,1,March,Friday,Clear,Dark - Lighted,27.9857,-81.9489
121544,FLORIDA,Not Applicable,MIAMI-DADE,Rural,Not an Intersection,US-27,,Rollover/Overturn,1,0,1,1,0,0,0,1,1,March,Sunday,Clear,Daylight,25.9268,-80.4208
121545,FLORIDA,Not Applicable,HILLSBOROUGH,Urban,Not an Intersection,US-41 SR-45,,Motor Vehicle in Transport,1,1,2,2,0,0,0,2,2,July,Saturday,Clear,Dark - Lighted,27.9141,-82.4019
121546,FLORIDA,Not Applicable,HERNANDO,Rural,Four-Way Intersection,US-98,CR-491,Motor Vehicle in Transport,2,0,2,2,0,0,0,3,3,July,Friday,Cloudy,Daylight,28.6509,-82.4469
121547,FLORIDA,Not Applicable,INDIAN RIVER,Rural,Not an Intersection,104TH AVE,,Fell/jumped from Vehicle,1,0,1,1,0,0,0,2,2,July,Saturday,Clear,Dark - Not Lighted,27.7518,-80.5399
121548,FLORIDA,Not Applicable,LEE,Rural,Not an Intersection,BEN HILL GRIFFIN PKWY,,Tree (Standing Only),1,1,1,1,0,0,0,1,1,July,Tuesday,Cloudy,Dark - Not Lighted,26.4632,-81.7849
121549,FLORIDA,Not Applicable,SARASOTA,Rural,Not an Intersection,SR-776,,Pedestrian,1,0,1,1,0,1,1,1,1,July,Friday,Rain,Dark - Lighted,26.9639,-82.3530
121550,FLORIDA,Not Applicable,PASCO,Rural,T-Intersection,SR-52,HAYS RD,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,July,Thursday,Cloudy,Daylight,28.3299,-82.5690
121551,FLORIDA,Not Applicable,BAY,Urban,Not an Intersection,CR-747,,Utility Pole/Light Support,1,1,1,1,0,0,0,2,2,July,Monday,Clear,Dark - Lighted,30.1588,-85.7531
121552,FLORIDA,Not Applicable,PASCO,Urban,Not an Intersection,CR-1,,Guardrail Face,1,1,1,1,0,0,0,1,1,July,Sunday,Clear,Dark - Not Lighted,28.2402,-82.6741
121553,FLORIDA,BUNNELL,FLAGLER,Urban,Not an Intersection,US-1,,Pedestrian,1,0,1,1,0,1,1,2,2,July,Sunday,Clear,Daylight,29.4923,-81.2653
121554,FLORIDA,Not Applicable,MIAMI-DADE,Urban,Not an Intersection,I-95,,Concrete Traffic Barrier,1,0,1,1,0,0,0,1,1,July,Friday,Cloudy,Dark - Lighted,25.9064,-80.2102
121555,FLORIDA,Not Applicable,HILLSBOROUGH,Urban,Not an Intersection,COOPER RD,,Mail Box,1,0,1,1,0,0,0,2,2,July,Saturday,Clear,Dusk,28.0741,-82.2163
121556,FLORIDA,LAKELAND,POLK,Urban,T-Intersection,US-92,KETTLES AVE,Motor Vehicle in Transport,1,0,5,5,0,0,0,6,6,July,Wednesday,Clear,Dark - Lighted,28.0550,-81.9635
121557,FLORIDA,NEW PORT RICHEY,PASCO,Urban,Four-Way Intersection,US-19,MAIN ST,Motor Vehicle in Transport,1,1,5,4,1,0,0,4,4,July,Sunday,Rain,Dark - Lighted,28.2501,-82.7276
121558,FLORIDA,Not Applicable,MIAMI-DADE,Rural,Not an Intersection,41ST STREET,,Rollover/Overturn,1,0,1,1,0,0,0,1,1,July,Monday,Clear,Daylight,25.8115,-80.3175
121559,FLORIDA,Not Applicable,HILLSBOROUGH,Urban,Not an Intersection,I-75,,Rollover/Overturn,1,0,1,1,0,0,0,1,1,July,Sunday,Clear,Daylight,27.7197,-82.3835
121560,FLORIDA,MIAMI,MIAMI-DADE,Urban,Not an Intersection,1ST AVE,,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,July,Friday,Rain,Daylight,25.7726,-80.1901
121561,FLORIDA,Not Applicable,CITRUS,Rural,Four-Way Intersection,CR-491,OAK PARK BLVD,Motor Vehicle in Transport,1,0,2,2,0,0,0,6,6,July,Wednesday,Clear,Daylight,28.6984,-82.4514
121562,FLORIDA,Not Applicable,BREVARD,Urban,Not an Intersection,US-1,,Pedalcyclist,1,0,1,1,0,1,1,1,1,July,Thursday,Clear,Daylight,27.8567,-80.4918
121564,FLORIDA,POMPANO BEACH,BROWARD,Urban,Four-Way Intersection,US-1,2ND ST,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,June,Sunday,Cloudy,Daylight,26.2336,-80.1028
121565,FLORIDA,CLEARWATER,PINELLAS,Urban,Four-Way Intersection,S BELCHER RD,GULF TO BAY BLVD,Motor Vehicle in Transport,1,1,3,3,0,0,0,3,3,June,Tuesday,Clear,Dark - Lighted,27.9605,-82.7461
121566,FLORIDA,COCOA,BREVARD,Urban,Not an Intersection,SR-528,,Guardrail Face,1,0,1,1,0,0,0,1,1,July,Thursday,Clear,Dark - Not Lighted,28.4072,-80.7891
121567,FLORIDA,MIRAMAR,BROWARD,Urban,Not an Intersection,62ND AVE,,Pedestrian,1,0,1,1,0,1,1,1,1,July,Thursday,Clear,Daylight,25.9938,-80.2111
121568,FLORIDA,SARASOTA,SARASOTA,Urban,Roundabout,MAIN ST,ORANGE AVE,Curb,1,1,1,1,0,0,0,1,1,June,Friday,Clear,Dark - Lighted,27.3364,-82.5386
121569,FLORIDA,POMPANO BEACH,BROWARD,Urban,Not an Intersection,I-95,,Motor Vehicle in Transport,1,0,3,3,0,0,0,5,5,July,Saturday,Cloudy,Daylight,26.2748,-80.1250
121570,FLORIDA,POMPANO BEACH,BROWARD,Urban,Not an Intersection,I-95,,Rollover/Overturn,1,0,1,1,0,0,0,5,5,July,Thursday,Clear,Daylight,26.2750,-80.1251
121571,FLORIDA,Not Applicable,SANTA ROSA,Rural,Not an Intersection,CR-191,,Pedestrian,1,0,1,1,0,1,1,1,1,July,Sunday,Clear,Dark - Not Lighted,30.6804,-87.1256
121572,FLORIDA,Not Applicable,PASCO,Rural,Not an Intersection,SR-54,,Motor Vehicle in Transport,1,0,2,2,0,0,0,5,5,July,Monday,Rain,Daylight,28.2204,-82.2713
121573,FLORIDA,Not Applicable,MARION,Rural,Not an Intersection,I-75,,Motor Vehicle in Transport,1,0,2,2,0,0,0,4,4,July,Saturday,Clear,Daylight,29.4049,-82.2463
121574,FLORIDA,Not Applicable,MIAMI-DADE,Urban,T-Intersection,US-41 SR-90 EB,SW 152 AVE,Motor Vehicle in Transport,1,1,2,2,0,0,0,2,2,July,Sunday,Clear,Dark - Lighted,25.7610,-80.4171
121575,FLORIDA,Not Applicable,MARION,Rural,Not an Intersection,110 AVE,,Fence,1,0,1,1,0,0,0,1,1,July,Thursday,Clear,Daylight,29.2099,-82.3015
121576,FLORIDA,Not Applicable,OKALOOSA,Rural,Not an Intersection,CR-188,,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,July,Tuesday,Cloudy,Daylight,30.7989,-86.5086
121577,FLORIDA,HOMESTEAD,MIAMI-DADE,Rural,Not an Intersection,8TH ST,,Non-Motorist on Personal Conveyance,1,0,1,1,0,1,1,1,1,July,Tuesday,Clear,Daylight,25.4776,-80.4266
121578,FLORIDA,Not Applicable,FLAGLER,Urban,Not an Intersection,CR-5A,NEW WATER OAK DR,Tree (Standing Only),1,0,1,1,0,0,0,1,1,July,Friday,Clear,Daylight,29.5109,-81.1948
121579,FLORIDA,Not Applicable,LEVY,Rural,T-Intersection,SR-121,CR-335A,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,July,Wednesday,Clear,Daylight,29.3739,-82.4933
121580,FLORIDA,Not Applicable,HILLSBOROUGH,Rural,T-Intersection,GIBSONTON DR,VAUGHN ST,Pedestrian,1,0,1,1,0,1,1,2,2,July,Wednesday,Clear,Dark - Not Lighted,27.8495,-82.3556
121581,FLORIDA,Not Applicable,FLAGLER,Rural,Not an Intersection,WHITE VIEW PKWY,,Rollover/Overturn,1,0,1,1,0,0,0,1,1,July,Tuesday,Cloudy,Daylight,29.5182,-81.2241
121582,FLORIDA,Not Applicable,HILLSBOROUGH,Urban,Not an Intersection,BEARSS AV,,Pedestrian,1,0,1,1,0,1,1,2,2,July,Saturday,Clear,Dark - Lighted,28.0803,-82.4287
121583,FLORIDA,Not Applicable,ST. JOHNS,Rural,Four-Way Intersection,CRACKER SWAMP RD,J FLAKE RD,Motor Vehicle in Transport,1,0,2,2,0,0,0,5,5,July,Saturday,Clear,Daylight,29.6676,-81.4781
121584,FLORIDA,JACKSONVILLE,DUVAL,Rural,Not an Intersection,CR-117,,Pedalcyclist,1,0,1,1,0,1,1,1,1,August,Monday,Cloudy,Daylight,30.3492,-81.8068
121585,FLORIDA,DEERFIELD BEACH,BROWARD,Urban,T-Intersection,US-1 SR-5 FEDERAL HWY,5TH CT,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,July,Friday,Clear,Daylight,26.3105,-80.0919
121586,FLORIDA,Not Applicable,ST. JOHNS,Rural,Not an Intersection,CR-214,,Utility Pole/Light Support,1,0,1,1,0,0,0,1,1,July,Wednesday,Clear,Dark - Not Lighted,29.8588,-81.4190
121587,FLORIDA,Not Applicable,WASHINGTON,Rural,Not an Intersection,I-10,,Rollover/Overturn,1,0,1,1,0,0,0,1,1,July,Sunday,Clear,Daylight,30.7464,-85.5346
121588,FLORIDA,Not Applicable,PUTNAM,Rural,Not an Intersection,SR-20,,Rollover/Overturn,1,1,1,1,0,0,0,1,1,July,Saturday,Clear,Dark - Not Lighted,29.6093,-82.0077
121589,FLORIDA,OAKLAND PARK,BROWARD,Rural,Four-Way Intersection,38TH ST,10TH AVE,Pedalcyclist,1,0,1,1,0,1,1,3,3,August,Monday,Cloudy,Dark - Lighted,26.1740,-80.1344
121590,FLORIDA,Not Applicable,ST. LUCIE,Rural,Four-Way Intersection,SR-70,VPI GROVE RD,Pedestrian,1,0,1,1,0,1,1,1,1,July,Monday,Clear,Dark - Not Lighted,27.3597,-80.6266
121591,FLORIDA,HOLLYWOOD,BROWARD,Rural,Not an Intersection,16TH AVE,,Pedestrian,1,0,1,1,0,1,1,1,1,June,Thursday,Clear,Daylight,26.0216,-80.1392
121592,FLORIDA,Not Applicable,ALACHUA,Rural,Not an Intersection,I-75,,Immersion or Partial Immersion,1,0,1,1,0,0,0,2,2,July,Thursday,Clear,Dark - Not Lighted,29.5872,-82.3609
121593,FLORIDA,Not Applicable,MIAMI-DADE,Urban,T-Intersection,US-41 SR-90,SR-821,Motor Vehicle in Transport,1,1,2,2,0,0,0,3,3,July,Saturday,Clear,Dark - Lighted,25.7608,-80.3874
121594,FLORIDA,Not Applicable,ORANGE,Urban,Four-Way Intersection,SR-551,CHARLIN PKWY,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,July,Friday,Cloudy,Daylight,28.4884,-81.2854
121595,FLORIDA,FORT PIERCE,ST. LUCIE,Urban,Not an Intersection,US-1,,Curb,1,0,1,1,0,0,0,1,1,July,Saturday,Clear,Daylight,27.5309,-80.3610
121596,FLORIDA,Not Applicable,POLK,Rural,Not an Intersection,COMMONWEALTH AVE,,Parked Motor Vehicle (Not in Transport),1,0,2,1,1,0,0,2,2,July,Thursday,Clear,Dark - Not Lighted,28.3403,-81.8298
121597,FLORIDA,SAINT PETE BEACH,PINELLAS,Urban,Not an Intersection,75TH AVE,SUNSET WAY,Curb,1,1,1,1,0,0,0,2,2,July,Thursday,Clear,Dark - Lighted,27.7406,-82.7533
121598,FLORIDA,OAKLAND PARK,BROWARD,Urban,Four-Way Intersection,OAKLAND PARK BLVD,1100 BLOCK,Motor Vehicle in Transport,1,0,3,3,0,0,0,9,9,August,Tuesday,Rain,Dark - Lighted,26.1659,-80.1585
121599,FLORIDA,BOYNTON BEACH,PALM BEACH,Rural,T-Intersection,GATEWAY BLVD,1ST CT,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,August,Monday,Clear,Daylight,26.5500,-80.0640
121600,FLORIDA,WINTER HAVEN,POLK,Urban,Four-Way Intersection,SR-544,US-17,Motor Vehicle in Transport,1,0,3,3,0,0,0,3,3,July,Monday,Clear,Daylight,28.0440,-81.7352
121601,FLORIDA,MIRAMAR,BROWARD,Rural,T-Intersection,MIRAMAR PKWY,145TH AV,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,July,Tuesday,Clear,Dark - Lighted,25.9787,-80.3398
121602,FLORIDA,Not Applicable,ORANGE,Urban,Not an Intersection,US-441,,Pedalcyclist,1,0,1,1,0,1,1,1,1,August,Wednesday,Clear,Dawn,28.4217,-81.4047
121603,FLORIDA,MIAMI BEACH,MIAMI-DADE,Urban,T-Intersection,SR-907,DELAWARE AVE,Pedalcyclist,1,0,1,1,0,1,1,2,2,July,Saturday,Clear,Daylight,25.8269,-80.1313
121604,FLORIDA,COCOA,BREVARD,Urban,T-Intersection,SR-524,I-95,Motor Vehicle in Transport,1,0,2,2,0,0,0,4,4,July,Wednesday,Clear,Daylight,28.3744,-80.8042
121605,FLORIDA,Not Applicable,SUMTER,Rural,Not an Intersection,I-75,,Rollover/Overturn,1,0,1,1,0,0,0,2,2,July,Sunday,Clear,Daylight,28.6678,-82.1431
121606,FLORIDA,JACKSONVILLE,DUVAL,Urban,Four-Way Intersection,US-90 SR-212 BEACH BLVD,8500 BEACH BLVD,Pedestrian,1,0,1,1,0,1,1,1,1,August,Wednesday,Clear,Dark - Lighted,30.2874,-81.5705
121607,FLORIDA,Not Applicable,MONROE,Rural,Not an Intersection,US-1,,Motor Vehicle in Transport,2,0,2,2,0,0,0,4,4,July,Monday,Clear,Daylight,24.6738,-81.2432
121608,FLORIDA,Not Applicable,MARION,Rural,Four-Way Intersection,US-441,155TH ST,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,June,Wednesday,Clear,Daylight,29.3742,-82.1748
121609,FLORIDA,BOYNTON BEACH,PALM BEACH,Rural,Not an Intersection,GATEWAY BLVD,,Guardrail Face,1,0,1,1,0,0,0,1,1,July,Monday,Clear,Dusk,26.5465,-80.0940
121610,FLORIDA,Not Applicable,MARTIN,Rural,Not an Intersection,SR-710,,Motor Vehicle in Transport,3,0,2,2,0,0,0,4,4,July,Sunday,Rain,Daylight,27.1041,-80.5944
121612,FLORIDA,Unknown,MIAMI-DADE,Urban,Not an Intersection,12TH ST,,Tree (Standing Only),1,0,1,1,0,0,0,1,1,July,Saturday,Clear,Dark - Lighted,25.7835,-80.3475
121613,FLORIDA,DELRAY BEACH,PALM BEACH,Rural,Four-Way Intersection,SHERWOOD FOREST DR,W ATLANTIC AVE,Curb,1,1,1,1,0,0,0,1,1,July,Saturday,Clear,Dark - Lighted,26.4577,-80.1162
121614,FLORIDA,Not Applicable,POLK,Urban,Not an Intersection,ROCKRIDGE RD,,Motor Vehicle in Transport,1,0,2,2,0,0,0,6,6,July,Saturday,Clear,Daylight,28.2127,-81.9835
121615,FLORIDA,Not Applicable,MIAMI-DADE,Urban,Not an Intersection,US-441,,Pedestrian,1,0,1,1,0,1,1,1,1,July,Friday,Clear,Daylight,25.8711,-80.2099
121616,FLORIDA,Not Applicable,LEE,Rural,Not an Intersection,I-75,,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,August,Sunday,Cloudy,Daylight,26.5632,-81.7942
121617,FLORIDA,Not Applicable,LEE,Rural,Not an Intersection,I-75,,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,August,Friday,Cloudy,Dusk,26.4349,-81.7786
121618,FLORIDA,ROCKLEDGE,BREVARD,Urban,Not an Intersection,US-1,,Pedestrian,1,0,1,1,0,1,1,2,2,July,Sunday,Cloudy,Dark - Not Lighted,28.3146,-80.7106
121619,FLORIDA,HIALEAH,MIAMI-DADE,Rural,Not an Intersection,43RD ST,,Fell/jumped from Vehicle,1,0,1,1,0,0,0,2,2,August,Friday,Clear,Daylight,25.8616,-80.2728
121620,FLORIDA,Not Applicable,HILLSBOROUGH,Urban,Not an Intersection,I-75,,Traffic Sign Support,1,0,1,1,0,0,0,1,1,July,Monday,Clear,Daylight,27.9606,-82.3270
121621,FLORIDA,PALM BEACH GARDENS,PALM BEACH,Rural,Not an Intersection,I-95,,Pedestrian,1,0,1,1,0,1,1,1,1,July,Sunday,Cloudy,Dark - Lighted,26.8928,-80.1337
121622,FLORIDA,Not Applicable,WALTON,Urban,Not an Intersection,HINOTE RD,,Rollover/Overturn,1,1,1,1,0,0,0,1,1,August,Tuesday,Clear,Daylight,30.7694,-86.3477
121623,FLORIDA,NEW PORT RICHEY,PASCO,Urban,Four-Way Intersection,US-19,MAIN ST,Pedestrian,1,0,1,1,0,1,1,2,2,July,Wednesday,Clear,Dark - Lighted,28.2512,-82.7278
121624,FLORIDA,Not Applicable,TAYLOR,Rural,Not an Intersection,US-19,,Tree (Standing Only),2,0,1,1,0,0,0,2,2,August,Monday,Rain,Daylight,30.1946,-83.6498
121625,FLORIDA,MOUNT DORA,LAKE,Urban,Not an Intersection,US-441 / SR-500 ORANGE BLOSSOM,SR-46,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,August,Wednesday,Clear,Daylight,28.7996,-81.6251
121626,FLORIDA,Not Applicable,INDIAN RIVER,Rural,Not an Intersection,SR-60,,Pedestrian,1,0,1,1,0,1,1,1,1,July,Saturday,"Fog, Smog, Smoke",Dark - Not Lighted,27.6699,-80.8034
121627,FLORIDA,Not Applicable,BRADFORD,Rural,Not an Intersection,NORTHEAST 19TH AVENUE,,Culvert,1,1,1,1,0,0,0,1,1,July,Monday,Clear,Dark - Not Lighted,29.9613,-82.0812
121628,FLORIDA,KEY LARGO,MONROE,Urban,T-Intersection,US-1 SR-5 OVERSEAS HWY,HARBOR SHORES RD,Motor Vehicle in Transport,1,1,3,3,0,0,0,5,5,July,Friday,Clear,Daylight,25.0780,-80.4592
121629,FLORIDA,KEY LARGO,MONROE,Urban,Not an Intersection,US-1,,Motor Vehicle in Transport,1,0,2,2,0,0,0,5,5,July,Tuesday,Clear,Daylight,25.0652,-80.4719
121630,FLORIDA,SAINT PETERSBURG,PINELLAS,Urban,Not an Intersection,54TH AVE,,Tree (Standing Only),1,0,1,1,0,0,0,1,1,August,Sunday,Rain,Daylight,27.8213,-82.6399
